episode,robots_requested,seed,robots_spawned,robots_completed,completion_rate,safe_success,ticks,makespan,collisions,waits,replans,blocked_intents,epsilon,q_states,q_decisions,q_updates,q_wait_actions,q_yield_actions,q_replan_actions
457,10,193210956,10,10,1.0,True,185,185,0,4,2,4,0.0506660846160732,442,23133,23133,17059,6074,0
458,20,579959862,20,20,1.0,True,197,197,0,7,3,7,0.05051408636222498,442,23140,23140,17064,6076,0
459,30,583760033,30,30,1.0,False,188,188,1,34,15,35,0.050362544103138306,442,23175,23175,17089,6086,0
460,40,464671403,40,40,1.0,False,225,225,1,74,33,84,0.05021145647082889,443,23259,23259,17164,6095,0
461,45,303976943,45,45,1.0,True,202,202,0,42,22,43,0.05006082210141641,443,23302,23302,17199,6103,0
462,50,640215451,50,50,1.0,False,217,217,6,101,45,115,0.04991063963511216,443,23417,23417,17287,6130,0
463,10,492049488,10,10,1.0,True,187,187,0,0,0,0,0.04976090771620682,443,23417,23417,17287,6130,0
464,20,987381856,20,20,1.0,True,205,205,0,0,0,0,0.049611624993058205,443,23417,23417,17287,6130,0
465,30,983025386,30,30,1.0,False,215,215,4,32,20,39,0.04946279011807903,443,23456,23456,17315,6141,0
466,40,727626239,40,40,1.0,True,195,195,0,34,14,40,0.04931440174772479,443,23496,23496,17347,6149,0
467,45,253354201,45,45,1.0,True,194,194,0,54,22,56,0.04916645854248162,443,23552,23552,17393,6159,0
468,50,444901266,50,50,1.0,False,220,220,1,77,36,82,0.04901895916685417,443,23634,23634,17455,6179,0
469,10,272548323,10,10,1.0,True,178,178,0,0,0,0,0.048871902289353605,443,23634,23634,17455,6179,0
470,20,15033585,20,20,1.0,True,202,202,0,9,4,9,0.048725286582485546,443,23643,23643,17461,6182,0
471,30,327062341,30,30,1.0,False,216,216,1,50,28,57,0.048579110722738086,443,23700,23700,17504,6196,0
472,40,181465454,40,40,1.0,True,228,228,0,22,11,25,0.04843337339056987,443,23725,23725,17522,6203,0
473,45,921799416,45,45,1.0,False,211,211,1,29,18,37,0.04828807327039816,443,23762,23762,17553,6209,0
474,50,519171954,50,50,1.0,False,227,227,2,76,37,80,0.04814320905058697,443,23842,23842,17618,6224,0
475,10,325621739,10,10,1.0,True,181,181,0,0,0,0,0.04799877942343521,443,23842,23842,17618,6224,0
476,20,887951792,20,20,1.0,False,205,205,1,24,10,26,0.0478547830851649,443,23868,23868,17636,6232,0
477,30,15561442,30,30,1.0,True,207,207,0,97,33,98,0.04771121873590941,443,23966,23966,17730,6236,0
478,40,997378031,40,40,1.0,False,224,224,1,77,34,79,0.04756808507970168,445,24045,24045,17794,6251,0
479,45,332650861,45,45,1.0,False,215,215,4,90,44,96,0.04742538082446257,445,24141,24141,17868,6273,0
480,50,940293504,50,50,1.0,False,197,197,1,38,23,39,0.04728310468198918,445,24180,24180,17897,6283,0
481,10,326515815,10,10,1.0,True,184,184,0,0,0,0,0.04714125536794321,445,24180,24180,17897,6283,0
482,20,863664349,20,20,1.0,True,194,194,0,11,6,13,0.04699983160183938,445,24193,24193,17905,6288,0
483,30,785277142,30,30,1.0,True,215,215,0,24,12,28,0.046858832107033864,445,24221,24221,17923,6298,0
484,40,209073823,40,40,1.0,False,206,206,1,76,38,92,0.046718255610712765,445,24313,24313,17997,6316,0
485,45,328512917,45,45,1.0,False,210,210,8,118,68,121,0.04657810084388063,445,24434,24434,18094,6340,0
486,50,483607297,50,50,1.0,False,198,198,11,139,90,140,0.04643836654134899,445,24574,24574,18194,6380,0
487,10,42318488,10,10,1.0,True,178,178,0,0,0,0,0.04629905144172494,445,24574,24574,18194,6380,0
488,20,883915563,20,20,1.0,True,198,198,0,10,4,10,0.046160154287399766,445,24584,24584,18202,6382,0
489,30,263957356,30,30,1.0,False,210,210,2,25,10,27,0.04602167382453757,445,24611,24611,18221,6390,0
490,40,270551490,40,40,1.0,True,209,209,0,23,14,29,0.045883608803063955,445,24640,24640,18237,6403,0
491,45,646118029,45,45,1.0,False,209,209,5,64,33,67,0.04574595797665476,445,24707,24707,18276,6431,0
492,50,466139031,50,50,1.0,False,222,222,7,99,48,102,0.0456087201027248,445,24809,24809,18337,6472,0
493,10,935211706,10,10,1.0,True,180,180,0,1,2,2,0.04547189394241662,445,24811,24811,18338,6473,0
494,20,538311349,20,20,1.0,True,185,185,0,2,1,2,0.045335478260589375,445,24813,24813,18339,6474,0
495,30,393331560,30,30,1.0,False,184,184,1,24,19,30,0.04519947182580761,445,24843,24843,18352,6491,0
496,40,376482417,40,40,1.0,False,219,219,5,43,24,43,0.045063873410330184,445,24886,24886,18382,6504,0
497,45,742070063,45,45,1.0,True,228,228,0,98,46,103,0.04492868179009919,454,24989,24989,18452,6537,0
498,50,128050717,50,50,1.0,False,219,219,5,121,63,133,0.0447938957447289,464,25122,25122,18529,6593,0
499,10,211837399,10,10,1.0,True,156,156,0,0,0,0,0.04465951405749471,464,25122,25122,18529,6593,0
500,20,33286607,20,20,1.0,True,201,201,0,6,4,7,0.04452553551532222,464,25129,25129,18532,6597,0
501,30,463330860,30,30,1.0,True,203,203,0,37,23,41,0.04439195890877625,464,25170,25170,18552,6618,0
502,40,339978550,40,40,1.0,True,226,226,0,30,15,34,0.04425878303204992,464,25204,25204,18563,6641,0
503,45,260124481,45,45,1.0,False,211,211,1,62,28,66,0.04412600668295377,464,25270,25270,18604,6666,0
504,50,587491223,50,50,1.0,False,211,211,8,104,54,112,0.04399362866290491,469,25382,25382,18661,6721,0
505,10,780200381,10,10,1.0,True,183,183,0,0,0,0,0.043861647776916195,469,25382,25382,18661,6721,0
506,20,301134363,20,20,1.0,False,201,201,1,10,5,10,0.043730062833585444,469,25392,25392,18667,6725,0
507,30,674235241,30,30,1.0,True,214,214,0,31,16,38,0.04359887264508469,469,25430,25430,18683,6747,0
508,40,884603151,40,40,1.0,False,216,216,1,82,34,84,0.04346807602714944,471,25514,25514,18745,6769,0
509,45,697996267,45,45,1.0,True,191,191,0,62,33,69,0.04333767179906799,471,25583,25583,18784,6799,0
510,50,803246738,50,50,1.0,True,197,197,0,77,35,83,0.043207658783670784,471,25666,25666,18832,6834,0
511,10,666979864,10,10,1.0,True,185,185,0,2,1,2,0.043078035807319774,471,25668,25668,18832,6836,0
512,20,887838066,20,20,1.0,True,181,181,0,9,4,9,0.042948801699897815,471,25677,25677,18837,6840,0
513,30,633529572,30,30,1.0,True,194,194,0,19,10,24,0.04281995529479812,471,25701,25701,18845,6856,0
514,40,352625033,40,40,1.0,True,236,236,0,60,23,66,0.04269149542891373,471,25767,25767,18883,6884,0
515,45,882839335,45,45,1.0,False,236,236,2,77,42,80,0.04256342094262699,471,25847,25847,18918,6929,0
516,50,697896302,50,50,1.0,False,199,199,2,61,37,69,0.042435730679799104,471,25916,25916,18944,6972,0
517,10,281779834,10,10,1.0,True,190,190,0,0,0,0,0.042308423487759705,471,25916,25916,18944,6972,0
518,20,376681418,20,20,1.0,True,211,211,0,9,8,12,0.04218149821729643,471,25928,25928,18949,6979,0
519,30,30934526,30,30,1.0,True,210,210,0,24,13,26,0.04205495372264454,471,25954,25954,18959,6995,0
520,40,310570520,40,40,1.0,False,204,204,4,68,34,73,0.04192878886147661,471,26027,26027,19002,7025,0
521,45,814868789,45,45,1.0,False,206,206,1,72,34,81,0.041803002494892175,471,26108,26108,19037,7071,0
522,50,123113343,50,50,1.0,False,220,220,7,102,58,104,0.041677593487407495,472,26212,26212,19106,7106,0
523,10,196637836,10,10,1.0,True,187,187,0,3,3,6,0.041552560706945275,472,26218,26218,19110,7108,0
524,20,846765730,20,20,1.0,True,196,196,0,6,2,7,0.041427903024824436,472,26225,26225,19113,7112,0
525,30,552861127,30,30,1.0,True,229,229,0,31,15,31,0.04130361931574996,472,26256,26256,19130,7126,0
526,40,966774409,40,40,1.0,False,195,195,5,96,48,108,0.04117970845780271,472,26364,26364,19185,7179,0
527,45,221156285,45,45,1.0,False,209,209,1,92,55,104,0.0410561693324293,472,26468,26468,19253,7215,0
528,50,33441778,50,50,1.0,True,213,213,0,51,25,59,0.04093300082443201,472,26527,26527,19285,7242,0
529,10,912241798,10,10,1.0,True,177,177,0,2,1,2,0.040810201821958714,472,26529,26529,19286,7243,0
530,20,769386405,20,20,1.0,False,199,199,1,21,11,21,0.040687771216492835,472,26550,26550,19297,7253,0
531,30,309060112,30,30,1.0,False,190,190,2,48,24,49,0.040565707902843355,472,26599,26599,19327,7272,0
532,40,67035891,40,40,1.0,True,207,207,0,35,13,36,0.04044401077913482,472,26635,26635,19348,7287,0
533,45,884908300,45,45,1.0,False,210,210,4,71,31,74,0.040322678746797416,472,26709,26709,19397,7312,0
534,50,448398197,50,50,1.0,False,237,237,1,66,35,72,0.040201710710557025,472,26781,26781,19429,7352,0
535,10,556170443,10,10,1.0,True,201,201,0,6,2,6,0.040081105578425355,472,26787,26787,19435,7352,0
536,20,339915729,20,20,1.0,True,195,195,0,3,1,3,0.03996086226169008,472,26790,26790,19438,7352,0
537,30,344006974,30,30,1.0,True,196,196,0,13,6,15,0.039840979674905005,472,26805,26805,19450,7355,0
538,40,969376959,40,40,1.0,True,195,195,0,17,6,17,0.03972145673588029,472,26822,26822,19461,7361,0
539,45,116064362,45,45,1.0,False,223,223,3,123,61,130,0.03960229236567265,472,26952,26952,19551,7401,0
540,50,464905217,50,50,1.0,False,213,213,2,104,52,124,0.03948348548857563,475,27076,27076,19637,7439,0
541,10,895409506,10,10,1.0,True,189,189,0,2,1,2,0.039365035032109905,475,27078,27078,19638,7440,0
542,20,548409937,20,20,1.0,True,192,192,0,5,4,6,0.03924693992701357,475,27084,27084,19640,7444,0
543,30,713903261,30,30,1.0,False,230,230,1,43,19,45,0.03912919910723253,475,27129,27129,19677,7452,0
544,40,382216596,40,40,1.0,False,193,193,2,26,11,27,0.039011811509910836,476,27156,27156,19697,7459,0
545,45,860538657,45,45,1.0,False,213,213,3,53,24,63,0.0388947760753811,476,27219,27219,19744,7475,0
546,50,273437893,50,50,1.0,True,208,208,0,53,26,61,0.03877809174715496,476,27280,27280,19790,7490,0
547,10,376734026,10,10,1.0,True,187,187,0,0,0,0,0.03866175747191349,476,27280,27280,19790,7490,0
548,20,261233978,20,20,1.0,True,224,224,0,16,6,16,0.03854577219949775,476,27296,27296,19801,7495,0
549,30,66890837,30,30,1.0,True,196,196,0,13,5,13,0.03843013488289926,476,27309,27309,19811,7498,0
550,40,639685710,40,40,1.0,False,211,211,2,49,27,61,0.03831484447825056,476,27370,27370,19854,7516,0
551,45,15434761,45,45,1.0,True,221,221,0,25,11,29,0.038199899944815804,476,27399,27399,19872,7527,0
552,50,570961524,50,50,1.0,False,221,221,4,122,63,134,0.03808530024498136,476,27533,27533,19964,7569,0
553,10,590683889,10,10,1.0,True,191,191,0,4,2,4,0.03797104434424641,476,27537,27537,19967,7570,0
554,20,503583814,20,20,1.0,True,193,193,0,4,2,4,0.037857131211213674,476,27541,27541,19968,7573,0
555,30,792825353,30,30,1.0,True,188,188,0,12,5,12,0.037743559817580034,476,27553,27553,19976,7577,0
556,40,905795539,40,40,1.0,True,210,210,0,33,15,35,0.03763032913812729,476,27588,27588,20003,7585,0
557,45,719962924,45,45,1.0,True,238,238,0,49,19,52,0.03751743815071291,476,27640,27640,20037,7603,0
558,50,96150513,50,50,1.0,False,209,209,3,82,41,84,0.03740488583626077,476,27724,27724,20097,7627,0
559,10,278381623,10,10,1.0,True,176,176,0,0,0,0,0.037292671178751985,476,27724,27724,20097,7627,0
560,20,481981573,20,20,1.0,False,221,221,1,24,11,27,0.03718079316521573,476,27751,27751,20117,7634,0
561,30,325888446,30,30,1.0,False,191,191,1,51,24,53,0.03706925078572008,476,27804,27804,20157,7647,0
562,40,84607207,40,40,1.0,False,242,242,6,60,31,61,0.03695804303336292,476,27865,27865,20204,7661,0
563,45,349271061,45,45,1.0,True,204,204,0,31,15,34,0.03684716890426283,476,27899,27899,20231,7668,0
564,50,463492336,50,50,1.0,True,210,210,0,59,33,68,0.03673662739755004,478,27967,27967,20280,7687,0
565,10,653810537,10,10,1.0,True,200,200,0,0,0,0,0.03662641751535739,478,27967,27967,20280,7687,0
566,20,358315977,20,20,1.0,False,238,238,1,49,27,55,0.036516538262811316,478,28022,28022,20319,7703,0
567,30,774674778,30,30,1.0,True,192,192,0,18,7,18,0.03640698864802288,478,28040,28040,20333,7707,0
568,40,192571308,40,40,1.0,False,221,221,3,111,69,117,0.03629776768207881,478,28157,28157,20416,7741,0
569,45,416243490,45,45,1.0,True,206,206,0,70,39,77,0.03618887437903257,479,28234,28234,20471,7763,0
570,50,155779561,50,50,1.0,True,206,206,0,76,35,88,0.03608030775589548,479,28322,28322,20539,7783,0
571,10,767895614,10,10,1.0,True,194,194,0,0,0,0,0.03597206683262779,479,28322,28322,20539,7783,0
572,20,330302829,20,20,1.0,True,188,188,0,5,4,6,0.03586415063212991,479,28328,28328,20542,7786,0
573,30,141127214,30,30,1.0,False,222,222,2,39,21,39,0.035756558180233516,479,28367,28367,20570,7797,0
574,40,770187297,40,40,1.0,False,212,212,4,108,56,116,0.035649288505692815,479,28483,28483,20653,7830,0
575,45,190068109,45,45,1.0,True,205,205,0,34,18,38,0.03554234064017574,479,28521,28521,20679,7842,0
576,50,501291620,50,50,1.0,False,204,204,3,78,41,86,0.03543571361825521,479,28607,28607,20753,7854,0
577,10,869652173,10,10,1.0,True,196,196,0,6,3,6,0.035329406477400446,479,28613,28613,20759,7854,0
578,20,861201564,20,20,1.0,True,187,187,0,10,4,10,0.03522341825796824,479,28623,28623,20766,7857,0
579,30,399984169,30,30,1.0,True,223,223,0,18,7,18,0.03511774800319434,479,28641,28641,20781,7860,0
580,40,376887032,40,40,1.0,False,198,198,6,62,34,64,0.03501239475918475,479,28705,28705,20832,7873,0
581,45,323733851,45,45,1.0,False,226,226,2,81,40,99,0.0349073575749072,479,28804,28804,20901,7903,0
582,50,805404851,50,50,1.0,False,245,245,3,119,68,126,0.034802635502182475,479,28930,28930,20977,7953,0
583,10,318524098,10,10,1.0,True,166,166,0,5,2,5,0.03469822759567593,479,28935,28935,20981,7954,0
584,20,308030409,20,20,1.0,False,208,208,4,41,23,44,0.0345941329128889,479,28979,28979,21013,7966,0
585,30,349392544,30,30,1.0,True,211,211,0,15,14,21,0.03449035051415024,479,29000,29000,21018,7982,0
586,40,715708601,40,40,1.0,False,223,223,1,62,31,73,0.03438687946260779,479,29073,29073,21062,8011,0
587,45,632267569,45,45,1.0,False,234,234,3,94,43,99,0.03428371882421996,481,29172,29172,21122,8050,0
588,50,1209309,50,50,1.0,False,211,211,3,78,34,80,0.0341808676677473,481,29252,29252,21166,8086,0
589,10,334631621,10,10,1.0,True,179,179,0,0,3,2,0.03407832506474406,481,29254,29254,21166,8088,0
590,20,170033329,20,20,1.0,True,184,184,0,0,0,0,0.033976090089549826,481,29254,29254,21166,8088,0
591,30,635588087,30,30,1.0,True,197,197,0,15,10,19,0.03387416181928118,481,29273,29273,21176,8097,0
592,40,68047008,40,40,1.0,False,233,233,3,54,27,58,0.033772539333823334,481,29331,29331,21209,8122,0
593,45,445688943,45,45,1.0,False,204,204,1,21,13,26,0.03367122171582186,481,29357,29357,21221,8136,0
594,50,574715284,50,50,1.0,False,219,219,2,95,42,103,0.03357020805067439,481,29460,29460,21272,8188,0
595,10,785986152,10,10,1.0,True,184,184,0,0,0,0,0.03346949742652237,481,29460,29460,21272,8188,0
596,20,626775331,20,20,1.0,True,198,198,0,8,3,9,0.0333690889342428,481,29469,29469,21278,8191,0
597,30,918937552,30,30,1.0,True,202,202,0,24,16,33,0.03326898166744007,481,29502,29502,21293,8209,0
598,40,343383381,40,40,1.0,False,203,203,5,99,58,106,0.03316917472243775,481,29608,29608,21346,8262,0
599,45,196578968,45,45,1.0,False,214,214,1,91,69,120,0.03306966719827044,481,29728,29728,21395,8333,0
600,50,931526920,50,50,1.0,False,198,198,4,69,37,74,0.03297045819667563,481,29802,29802,21440,8362,0
601,10,161103700,10,10,1.0,True,184,184,0,0,0,0,0.0328715468220856,481,29802,29802,21440,8362,0
602,20,996652997,20,20,1.0,True,189,189,0,4,3,5,0.03277293218161934,481,29807,29807,21443,8364,0
603,30,530307452,30,30,1.0,True,210,210,0,60,33,63,0.032674613385074484,481,29870,29870,21474,8396,0
604,40,705586846,40,40,1.0,False,220,220,15,96,88,117,0.03257658954491926,481,29987,29987,21531,8456,0
605,45,135121459,45,45,1.0,False,215,215,1,88,48,97,0.0324788597762845,481,30084,30084,21585,8499,0
606,50,442011044,50,50,1.0,False,208,208,1,44,21,50,0.032381423196955646,481,30134,30134,21610,8524,0
607,10,256993636,10,10,1.0,True,175,175,0,0,0,0,0.03228427892736478,481,30134,30134,21610,8524,0
608,20,178137519,20,20,1.0,True,196,196,0,8,4,8,0.032187426090582685,481,30142,30142,21611,8531,0
609,30,671750154,30,30,1.0,True,203,203,0,15,7,16,0.03209086381231094,481,30158,30158,21620,8538,0
610,40,931959468,40,40,1.0,False,213,213,5,65,31,69,0.031994591220874,482,30227,30227,21665,8562,0
611,45,310344042,45,45,1.0,True,207,207,0,75,29,81,0.03189860744721138,482,30308,30308,21725,8583,0
612,50,636203465,50,50,1.0,False,208,208,1,56,25,59,0.03180291162486975,484,30367,30367,21769,8598,0
613,10,177124869,10,10,1.0,True,175,175,0,0,0,0,0.03170750288999514,484,30367,30367,21769,8598,0
614,20,461444377,20,20,1.0,True,205,205,0,9,3,9,0.031612380381325154,484,30376,30376,21776,8600,0
615,30,571636170,30,30,1.0,True,186,186,0,28,9,29,0.031517543240181176,484,30405,30405,21798,8607,0
616,40,953387253,40,40,1.0,False,224,224,1,53,28,57,0.03142299061046063,484,30462,30462,21839,8623,0
617,45,214935478,45,45,1.0,True,209,209,0,50,25,56,0.03132872163862925,484,30518,30518,21883,8635,0
618,50,727316755,50,50,1.0,False,225,225,3,76,39,82,0.031234735473713363,484,30600,30600,21947,8653,0
619,10,686410423,10,10,1.0,True,202,202,0,2,1,2,0.031141031267292223,484,30602,30602,21949,8653,0
620,20,526087770,20,20,1.0,True,187,187,0,6,3,8,0.031047608173490344,484,30610,30610,21954,8656,0
621,30,815745108,30,30,1.0,True,194,194,0,26,11,29,0.030954465348969874,484,30639,30639,21976,8663,0
622,40,132679698,40,40,1.0,True,202,202,0,33,15,43,0.030861601952922965,484,30682,30682,22011,8671,0
623,45,12582827,45,45,1.0,True,199,199,0,22,11,23,0.030769017147064197,484,30705,30705,22030,8675,0
624,50,657869358,50,50,1.0,False,214,214,5,106,46,111,0.030676710095623005,486,30816,30816,22121,8695,0
625,10,679239257,10,10,1.0,True,186,186,0,6,3,6,0.030584679965336137,486,30822,30822,22124,8698,0
626,20,654777935,20,20,1.0,True,212,212,0,4,2,4,0.030492925925440128,486,30826,30826,22126,8700,0
627,30,205630813,30,30,1.0,True,197,197,0,25,10,27,0.030401447147663806,486,30853,30853,22144,8709,0
628,40,169980651,40,40,1.0,False,257,257,4,66,37,72,0.030310242806220813,486,30925,30925,22200,8725,0
629,45,361823366,45,45,1.0,False,186,186,1,63,35,67,0.030219312077802152,486,30992,30992,22249,8743,0
630,50,589770232,50,50,1.0,False,208,208,6,101,53,109,0.030128654141568744,486,31101,31101,22331,8770,0
631,10,776537876,10,10,1.0,True,173,173,0,0,0,0,0.030038268179144036,486,31101,31101,22331,8770,0
632,20,298250270,20,20,1.0,True,174,174,0,3,1,3,0.029948153374606604,486,31104,31104,22334,8770,0
633,30,658192141,30,30,1.0,True,211,211,0,33,14,35,0.029858308914482785,486,31139,31139,22363,8776,0
634,40,337109917,40,40,1.0,False,205,205,6,79,38,81,0.029768733987739337,486,31220,31220,22433,8787,0
635,45,511647567,45,45,1.0,False,221,221,3,75,34,83,0.02967942778577612,488,31303,31303,22506,8797,0
636,50,810157812,50,48,0.96,False,700,700,2,1180,396,1189,0.029590389502418792,490,32492,32492,23486,9006,0
637,10,776435399,10,10,1.0,True,191,191,0,2,1,2,0.029501618333911534,490,32494,32494,23488,9006,0
638,20,372378530,20,20,1.0,True,180,180,0,2,1,2,0.0294131134789098,490,32496,32496,23489,9007,0
639,30,184468802,30,30,1.0,True,179,179,0,7,4,8,0.02932487413847307,490,32504,32504,23496,9008,0
640,40,295612711,40,40,1.0,False,235,235,1,67,32,72,0.02923689951605765,490,32576,32576,23556,9020,0
641,45,186504233,45,45,1.0,False,203,203,3,112,56,120,0.02914918881750948,490,32696,32696,23649,9047,0
642,50,769034074,50,50,1.0,False,217,217,5,69,37,74,0.02906174125105695,490,32770,32770,23704,9066,0
643,10,713947490,10,10,1.0,True,203,203,0,0,0,0,0.02897455602730378,490,32770,32770,23704,9066,0
644,20,919302746,20,20,1.0,True,187,187,0,2,1,2,0.028887632359221867,490,32772,32772,23705,9067,0
645,30,88969369,30,30,1.0,True,205,205,0,25,10,25,0.0288009694621442,490,32797,32797,23729,9068,0
646,40,120427949,40,40,1.0,False,207,207,1,59,28,65,0.02871456655375777,490,32862,32862,23781,9081,0
647,45,601190782,45,45,1.0,True,208,208,0,34,14,36,0.028628422854096496,490,32898,32898,23816,9082,0
648,50,73624152,50,50,1.0,False,199,199,4,102,39,105,0.028542537585534204,491,33003,33003,23909,9094,0
649,10,797911917,10,10,1.0,True,162,162,0,0,0,0,0.0284569099727776,491,33003,33003,23909,9094,0
650,20,30517639,20,20,1.0,True,196,196,0,8,4,10,0.02837153924285927,491,33013,33013,23917,9096,0
651,30,980592868,30,30,1.0,False,199,199,1,61,31,64,0.02828642462513069,491,33077,33077,23968,9109,0
652,40,184081500,40,40,1.0,True,199,199,0,35,18,38,0.0282015653512553,491,33115,33115,24001,9114,0
653,45,821804652,45,45,1.0,True,211,211,0,71,34,79,0.028116960655201535,494,33194,33194,24067,9127,0
654,50,151154409,50,50,1.0,False,223,223,11,162,71,179,0.02803260977323593,494,33373,33373,24221,9152,0
655,10,590150887,10,10,1.0,True,196,196,0,0,0,0,0.027948511943916222,494,33373,33373,24221,9152,0
656,20,716416350,20,20,1.0,True,200,200,0,2,1,2,0.027864666408084472,494,33375,33375,24223,9152,0
657,30,429565512,30,30,1.0,True,205,205,0,17,10,20,0.02778107240886022,494,33395,33395,24240,9155,0
658,40,579933091,40,40,1.0,False,220,220,1,60,28,61,0.02769772919163364,497,33456,33456,24297,9159,0
659,45,676445093,45,45,1.0,False,198,198,3,73,35,76,0.02761463600405874,497,33532,33532,24364,9168,0
660,50,133317412,50,50,1.0,False,202,202,9,123,66,127,0.027531792096046566,499,33659,33659,24475,9184,0
661,10,696163144,10,10,1.0,True,199,199,0,0,0,0,0.027449196719758425,499,33659,33659,24475,9184,0
662,20,505508285,20,20,1.0,True,186,186,0,5,2,5,0.02736684912959915,499,33664,33664,24480,9184,0
663,30,656258581,30,30,1.0,True,191,191,0,0,0,0,0.02728474858221035,499,33664,33664,24480,9184,0
664,40,215861775,40,40,1.0,True,193,193,0,4,2,5,0.02720289433646372,499,33669,33669,24484,9185,0
665,45,766709612,45,45,1.0,False,218,218,5,56,26,60,0.027121285653454327,499,33729,33729,24539,9190,0
666,50,19852066,50,50,1.0,False,199,199,6,87,51,90,0.027039921796493963,499,33819,33819,24616,9203,0
667,10,800276802,10,10,1.0,True,189,189,0,0,0,0,0.02695880203110448,499,33819,33819,24616,9203,0
668,20,873041708,20,20,1.0,False,215,215,1,47,23,47,0.026877925625011168,499,33866,33866,24659,9207,0
669,30,971028912,30,30,1.0,True,188,188,0,11,5,11,0.026797291848136135,499,33877,33877,24669,9208,0
670,40,666406906,40,40,1.0,True,194,194,0,16,7,18,0.026716899972591728,499,33895,33895,24683,9212,0
671,45,636403132,45,45,1.0,False,201,201,1,35,17,39,0.026636749272673954,499,33934,33934,24717,9217,0
672,50,940755286,50,50,1.0,False,221,221,1,63,28,67,0.026556839024855932,499,34001,34001,24775,9226,0
673,10,598060738,10,10,1.0,True,198,198,0,5,2,5,0.026477168507781364,499,34006,34006,24779,9227,0
674,20,794938564,20,20,1.0,True,210,210,0,18,9,21,0.02639773700225802,499,34027,34027,24797,9230,0
675,30,462979723,30,30,1.0,True,200,200,0,10,5,10,0.02631854379125125,499,34037,34037,24806,9231,0
676,40,408147034,40,40,1.0,True,197,197,0,45,18,46,0.026239588159877494,499,34083,34083,24849,9234,0
677,45,33427175,45,45,1.0,False,206,206,9,136,76,144,0.026160869395397864,499,34227,34227,24982,9245,0
678,50,861663015,50,50,1.0,False,209,209,2,49,23,53,0.02608238678721167,499,34280,34280,25027,9253,0
679,10,586893885,10,10,1.0,True,195,195,0,0,0,0,0.026004139626850036,499,34280,34280,25027,9253,0
